(33, tf.Tensor(7, shape=(), dtype=int64), tf.Tensor(1, shape=(), dtype=int64))
(9470, tf.Tensor(7, shape=(), dtype=int64), tf.Tensor(9, shape=(), dtype=int64))
(9487, tf.Tensor(2, shape=(), dtype=int64), tf.Tensor(6, shape=(), dtype=int64))
(9495, tf.Tensor(5, shape=(), dtype=int64), tf.Tensor(3, shape=(), dtype=int64))
(9562, tf.Tensor(7, shape=(), dtype=int64), tf.Tensor(1, shape=(), dtype=int64))
(9564, tf.Tensor(5, shape=(), dtype=int64), tf.Tensor(6, shape=(), dtype=int64))
(9608, tf.Tensor(2, shape=(), dtype=int64), tf.Tensor(6, shape=(), dtype=int64))
(9647, tf.Tensor(7, shape=(), dtype=int64), tf.Tensor(9, shape=(), dtype=int64))
(9657, tf.Tensor(4, shape=(), dtype=int64), tf.Tensor(9, shape=(), dtype=int64))
(9661, tf.Tensor(8, shape=(), dtype=int64), tf.Tensor(3, shape=(), dtype=int64))
(9671, tf.Tensor(8, shape=(), dtype=int64), tf.Tensor(1, shape=(), dtype=int64))
(9708, tf.Tensor(8, shape=(), dtype=int64), tf.Tensor(1, shape=(), dtype=int64))
(9735, tf.Tensor(7, shape=(), dtype=int64), tf.Tensor(9, shape=(), dtype=int64))
(9741, tf.Tensor(4, shape=(), dtype=int64), tf.Tensor(9, shape=(), dtype=int64))
(9789, tf.Tensor(4, shape=(), dtype=int64), tf.Tensor(9, shape=(), dtype=int64))
(9812, tf.Tensor(2, shape=(), dtype=int64), tf.Tensor(1, shape=(), dtype=int64))
(9898, tf.Tensor(4, shape=(), dtype=int64), tf.Tensor(6, shape=(), dtype=int64))
(9906, tf.Tensor(9, shape=(), dtype=int64), tf.Tensor(1, shape=(), dtype=int64))
(9960, tf.Tensor(5, shape=(), dtype=int64), tf.Tensor(6, shape=(), dtype=int64))
In total of 303 wrong predictions for this testing data
